AuthorID,Author,Date,Content,Attachments,Reactions
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","16-Jul-20 07:38 AM","> Votes should last longer for people in other time zones.
@Mixtongent73 
A full 24 hours?
I just wait until I'm satisfied with the number of people who've voted","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","16-Jul-20 07:38 AM","> This guys ^ suggestion ^ should not be approved
@Dapper 
I'll think about it","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","16-Jul-20 07:42 AM","> Put this entity tag that is a list of all non living entities in #deleted-channel or somewhere
@PsiGreen 
> add this somewhere
> contains `entity_types` folder with entities sorted to categories: `boss_mob` `hostile` `living` `neutral` `non_mob` `passive` `undead` `unused`
@Zefyro 
Use #community-resources (Yes I know that is basically a direct knock off of MCC but ah well)","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","16-Jul-20 08:39 AM","> delete #deleted-channel because #🐢welcome is like the same
@KM127PL 
yes","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","16-Jul-20 08:42 AM","> Add system messages to #💬general  and disable random welcome messages
@Zefyro 
Sounds good","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","16-Jul-20 08:45 AM","> Add third option to the latest vote: 
> 3️⃣ wait 24 hours or 20+ votes
> 
> So the vote lasts max 24 hours.
@Zefyro 
Did it","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","17-Jul-20 12:18 PM","> Also add this:
> https://minecraft.gamepedia.com/Statistics#List_of_custom_statistic_names
> its a list of the stats you can make scoreboards out of which can be nice
@TheRedWaffles 
> maybe this one instead but yea
> https://minecraft.gamepedia.com/Statistics#Statistic_types_and_names
@TheRedWaffles 
> add this page:
> https://minecraft.gamepedia.com/Attribute
> to the resources channel
> 
> it contains info about all of the default mob's attributes
@foof🎄 
You can add it in #community-resources, since I can't think of anywhere else to put it","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","19-Jul-20 06:02 AM","> Add to #deleted-channel #deleted-channel , whatever: CommandHook - a very useful plugin that allows you to use vanilla selectors (@a, @e, etc.) with other plugins (only works in command blocks)
@🌵BugFixer - MiniMinnow 
I'll put it in #deleted-channel","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","25-Jul-20 07:50 AM","> Can we get Wiggle Channel?
@Ugandan 
not the point of this server it only clutters things up more","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","26-Jul-20 08:19 AM","> Rename #deleted-channel  to #other-servers so people don't get confused and think it's a place to ask directly for help
@🌵BugFixer - MiniMinnow 
we added a note","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","26-Jul-20 08:20 AM","> #deleted-channel should have the 🔧  emoji
@IdaeChop 
sure","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","02-Aug-20 01:35 PM","> Yellow and a bit brighter yellow
@🌵BugFixer - MiniMinnow 
No, a `@Verified` is already yellow","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","02-Aug-20 01:39 PM","> Add 'Subscribe to MiniMinnow' in #deleted-channel with a spoiler (so technically they choose to be advertised on)
@🌵BugFixer - MiniMinnow 
No, and No they didn't choose to be advertised on","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","02-Aug-20 02:07 PM","> #deleted-channel spells carrot wrong. `i suggest to fix`
@leafOswin 
Thank you! I fixed it","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","02-Aug-20 03:18 PM","> Add @deleted-role role.
@Zefyro 
Already did, go to #deleted-channel (https://discordapp.com/channels/648294947123888128/728648580633591821/731159146325475429)","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","03-Aug-20 08:29 PM","> Pink for wanting to be pinged, **HOT!** pink for not wanting to be pinged
@Dapper 
:no:","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","04-Aug-20 12:21 PM","> In #deleted-channel you could put in the fact thaat lots of people use ` @s ` to try and select the player who activated it whereas the command block can't do that
@🌵BugFixer - MiniMinnow 
Sure adding that now","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","04-Aug-20 04:14 PM","> Maybe add a no NSFW content to the rules
@Dapper 
Could've sworn that was already in #deleted-channel, apparently not.
Will do!","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","04-Aug-20 04:15 PM","@Dapper It already does actually
> • Rule 5 also covers NSFW content, DO NOT post NSFW content
(In the Clarificatiosn section)","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","04-Aug-20 04:16 PM","> Add these 2 to #deleted-channel plugins.
> 
> Better theme(s) for vscode
> https://marketplace.visualstudio.com/items?itemName=Equinusocio.vsc-material-theme
> Adds file icons
> https://marketplace.visualstudio.com/items?itemName=PKief.material-icon-theme
@Zefyro 
Sure","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","04-Aug-20 04:23 PM","> Add a NSFW channel
@Dapper 
No, mainly because it will clutter up the server unnecesarilly and I want to keep the chnanels down as much as possible.","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","04-Aug-20 04:23 PM","> this suggestion cannot be denied
This has been approved ^","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","04-Aug-20 04:29 PM","> **Combine the plugin help and regular help channel!**
@Dapper 
No, don't feel like explaining rn","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","04-Aug-20 05:01 PM","> **Make ME admin!** `This suggestion cannot be denied`
@Dapper 
fine","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","04-Aug-20 05:01 PM","> make me admin
> thats really it, have a nice day
@leafOswin 
ok","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","04-Aug-20 06:31 PM","> Make Me Admin
> deny or don’t deny or do you opposite of the next message about this message
@epicgamer256705 
I understood 3 words, and no to the 3 words I understood
Maybe you'll get Helper/Moderator if the vote wins","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","06-Aug-20 08:14 AM","> add my bot
@L. Lawliet 
I assume you mean the TF one for openning/closing help channels, for now I won't but maybe if the server grows to the point where we need that I will","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","07-Aug-20 11:21 AM","> `m!forcemarry` give that to your mods
@Dapper 
Marriage bot is gone and pretty sure I can't edit Marriage bot like that anyways","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","07-Aug-20 11:24 AM","> Green for wanting to be pinged & red for not wanting to be pinged.
@Zefyro 
Went with this idea","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","07-Aug-20 11:24 AM","> Purple for yes ping, Pink for no ping.
@Mixtongent73 
Used Zefyro's idea instead","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","07-Aug-20 11:25 AM","> Haven't suggested recently so....
> 
> Link VanillaTweaks.net as they do cool datapacks (like weird shaped portals) and useful texture packs (like marked note blocks)
@🌵BugFixer - MiniMinnow 
Yes, they do make cool and useful stuff but where would I put it?","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","07-Aug-20 01:01 PM","> I suggest this Notepad++ plugin: https://sourceforge.net/projects/npp-plugins/files/AutoSave/
@MMK21Games 
Added","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","07-Aug-20 07:56 PM","> want to apply for admin
@L. Lawliet 
k","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","07-Aug-20 08:08 PM","> make moderator and admin serperately displayed from other
> and make admin colour a little different from command knowledgeable
@L. Lawliet 
The first one I'll hold a poll for, the second one is already there.
You can see that in TemmieOfficial's color","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","08-Aug-20 02:39 AM","> Could i apply for moderator somewhere?
@UgandanKnuckles 
Ye, #deleted-channel.
Also sure I'll make you moderator","","😄 (1),pogChomp (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","08-Aug-20 01:37 PM","> Make @🌵BugFixer - MiniMinnow a moderator
@🌵BugFixer - MiniMinnow 
You'll be staff for now lol","","👍 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","08-Aug-20 01:51 PM","> Make me founder, admin, mod & staff.
@Zefyro 
I'll consider it","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","09-Aug-20 06:43 AM","> Make me non
@Artistic 
non what?","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","09-Aug-20 06:45 AM","> Maybe do so staff can actually talk in #💬staff-chat
@UgandanKnuckles 
Working on it","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","09-Aug-20 06:45 AM","> 🤔
> https://cdn.discordapp.com/attachments/728700064381534230/741976310594797708/Screenshot_20200809-120846.png
@MMK21Games","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","09-Aug-20 06:46 AM","I don't believe I can do anything about that","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","10-Aug-20 04:59 PM","> Change the description of the !wolframalpha command in #🤖bot-commands (it does math very well)
@Pablo 
Done","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","10-Aug-20 05:01 PM","> Add this server to #deleted-channel: <https://discord.gg/gqApZRX> It's for sharing datapacks and giving smaller DP creators some exposure
@Edaz 
Will do!","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","11-Aug-20 11:32 PM","","Knowledge Base - 😎Staff - ✅reviewed-suggestions [732624340528529540].csv_Files\unknown-04E34.png",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","11-Aug-20 11:32 PM","Will add","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","12-Aug-20 09:27 AM","> ``Make me president``
@Exor_Sk_2006 
no","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","12-Aug-20 09:28 AM","> Invite NotSoBot.
> (Brought to you by Urban Dictionary)
> `A Shit Bot you can download in Discord Servers that can do lots of rad stuff to do
> And has lots of commands
> 
> ""hey download Notsobot to the server!""
> ""no.""
> 
> by SuperDude72 
> May 19, 2018`
@Emer2ld 
probably not","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","12-Aug-20 09:37 AM","> You can't complain when you reacted 4️⃣ yourself
@MMK21Games 
Not a suggestion but ok","","🤔 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","12-Aug-20 09:38 AM","> ~~Why not add a 30 second slowmode to this channel?~~
@MMK21Games 
Already there lol","","🤦 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","12-Aug-20 08:22 PM","> https://atom.io/packages/mcfunction-novum
> McFunction language support package for Atom
> add to #deleted-channel?
@Vladilima 
sure","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","12-Aug-20 08:23 PM","> for #deleted-channel 
> Users of Sublime Text 3 can install the `language-mcfunction` package to help with their syntax etc.
@elidhan 
Link pls","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","12-Aug-20 08:24 PM","> ``Invite my economy bot, ExoBotV2.0.``
> ``Name will change in future probably``
> Well i wanr to learn js finnaly so the bot might be replaced in future
@Exor_Sk_2006 
Tell me what ""economy"" means in this context, and also probably not","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","12-Aug-20 08:37 PM","> https://marketplace.visualstudio.com/items?itemName=arcensoth.language-mcfunction
> There's support for both VScode and Sublime Text
@elidhan k","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","12-Aug-20 08:37 PM","> Package control is needed to be installed for Sublime for this
@elidhan 
Will note that","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","13-Aug-20 01:40 AM","> Add in Dyno bot so we can all do ?dadjoke and make people cringe, maybe you could disable all the other features apart from dadjoke
@🌵BugFixer - MiniMinnow 
> not the topic for the server
@L. Lawliet 
I might consider it, but like L. Lawliet said not the topic of the server.

although it couldn't do much harm could it 🤔","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","14-Aug-20 06:57 AM","> Maybe add a #deleted-channel of /tp & /teleport idk.
@Pablo 
I never knew `/teleport` existed, and I don't think there's any differrence other than `tp` being shorter than `teleport`","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","14-Aug-20 06:58 AM","> Change the number of allowed Digits for CMD in #deleted-channel ""Some things to remember when making a resource pack:"" from 6 to 8, cause CustomModelData allows up to 8 digits.
@Valaron/Jakob 
fixed it","","👍 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","15-Aug-20 08:59 AM","Change the watermark from `﻿(Copy and Paste Extract from Knowledge Base https://discord.gg/QZK4vvn )﻿`
to `﻿[Copy-paste from Knowledge Base: <discord.gg/QZK4vvn>]﻿` because the invite embed is too intrusive.
﻿@MMK21Games 
Soudns good to me","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","15-Aug-20 09:00 AM","> Rename #showcase to #showcase–channel to make it clear that it's a channel /s
@MMK21Games 
But it's already named #🎀showcase🥓advertising or am I missing something?","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","17-Aug-20 12:40 PM","> Allow us to see #deleted-channel and #community-resources.
@Pablo 
Thank you for reporting the bug, I'll try to fix it","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","17-Aug-20 08:10 PM","> Maybe a bot specifically for this server? (no I'm not asking to make it) (ok maybe I am lol)
@Splatboy Dev 
I might look into this. It would be more reliable (Asuming it's hosted on something good) and could be easier. At the very least it would be nice to have a bot command to allow Mods+ to easily send people to the Gulag","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 07:16 AM","> When you post in #👍polls-announcements do it via a Carl command and make Carl add the reactions for numbers (or maybe the owner rank thing) so other people can't add reactions to votes
@🌵BugFixer - MiniMinnow 
I COULD do that, but I don't want to. I also COULD remove ""add reactions"" but I already hosted a vote on that","","👨‍🍳 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 07:16 AM","> Time to update #💙blue-faq
@MMK21Games 
Which part?","","🥖 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 07:19 AM","> add some small minigame bots and make seperate channel for that
@L. Lawliet 
Such as?
I might hold a vote on that","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 07:23 AM","> Could I have emoji manager role? I manage my emojis very well (I even have a spreadsheet)
@MMK21Games 
sure","","🎉 (2)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 07:26 AM","> such as pokecord and idle miner
@L. Lawliet 
I'll host a vote on it in a bit, ping me if I forget","","👀 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 07:31 AM","> :Notepad: but it has transparent background (so that it looks sane in Dark Theme)
@MMK21Games 
I also use Dark Theme, but I couldn't/was too lazy to find transparent. Thanks, but I'll have to re-do the reactionrole","","🆗 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 08:44 AM","> Typo in the new faq (#💙blue-faq) ""ho w""
@MMK21Games 
thx lol","","😌 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 09:15 AM","> Let me see #dp-faqs and #deleted-channel? (What does CB even stand for?)
@MMK21Games 
Use #deleted-channel stinky","","blobsad (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 09:49 AM","> add a polls bot as well
@L. Lawliet 
Already had this conversation before, although maybe not with you. Carl works just fine, but I don't wanna use him","","👆 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 09:54 AM","> We can't see #dp-faqs or #deleted-channel .
@Pablo 
Thx I'll try to fix","","blobthonkang (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 10:04 AM","> ^ Fixed for #deleted-channel but not #dp-faqs
@MMK21Games","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 10:04 AM","k","","✅ (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 10:31 AM","> Can't send images in #deleted-channel or #🤖bot-commands
@MMK21Games 
thx, should be fixed","","✅ (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","18-Aug-20 01:42 PM","> Some info on #💙blue-faq is outdated due to the item gen being released.
> CORRECTION: Already done.
@Pablo 
So is something outdated or did I already fix it?","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","19-Aug-20 09:51 AM","> Add an announcements channel
@MMK21Games I use #👍polls-announcements","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","19-Aug-20 09:51 AM","> Bring back the Manual Log of Server Changes
@MMK21Games 
Sure, but I think I'll put it in the new category this time","","😍 (2)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","20-Aug-20 02:42 AM","> add this to #dp-faqs 
> ```{
>   ""pack"": {
>     ""pack_format"": 6,
>     ""description"": ""A description for your datapack or resourcepack""
>   }
> }```
@L. Lawliet 
By the time I saw this I'm already almost done making my own thing","","markdownthonk (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","20-Aug-20 11:57 AM","> And #rp-faqs ^
@MMK21Games 
k","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","20-Aug-20 11:58 AM","> Bring back the Manual Log of Server Changes
@MMK21Games 
Did","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","20-Aug-20 11:58 AM","> Suggestioln, update the notfications one, as i think that has bren changed
@UgandanKnuckles 
wdym?","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","20-Aug-20 04:10 PM","> Add 
> **How to detect the item a person is holding**
> In #dp-faqs
@Quackleb 
Sure","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","21-Aug-20 01:29 AM","> #reviews emoji: \💬
@MMK21Games 
Doesn't quite fit IMO, and if it's in Main category I definitely won't","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","21-Aug-20 01:29 AM","> Move #🤖bot-commands (1) and #💙blue-faq (2) to OTHER/SPECIAL?
@MMK21Games 
Blue FAQ sure, probably not Bot Commands tho","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","21-Aug-20 10:45 AM","> Resource Pack Discord: http://discord.gg/8nb2fdF
@Mixtongent73 
Sure I'll join it and then make an ad for it in #deleted-channel","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","21-Aug-20 11:08 AM","> add my inactive server to affiliated list as well
@L. Lawliet 
EpicMCServers?","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","21-Aug-20 11:08 AM","The thing is that I considerred it, since you did advertise me there after all, but I'm not sure if it's quite related to MC Commands, although it is MC.","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","21-Aug-20 05:57 PM","I completely forgot to add your server","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","21-Aug-20 08:05 PM","> attach webhook for #deleted-channel
@L. Lawliet","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","21-Aug-20 08:06 PM","","Knowledge Base - 😎Staff - ✅reviewed-suggestions [732624340528529540].csv_Files\unknown-3B6AF.png",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 08:47 AM","> Give @Timber Cutter the @Bots [Not People] role pls
@MMK21Games 
iT ALREADY HAS THE bOTS ROLE","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 08:47 AM","caps","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 08:48 AM","> I see now. Why is it not showing up?
@MMK21Games 
It's only in #🤖bot-commands","","😆 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 08:48 AM","> wrong chat you are on
correct","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 08:49 AM","> merge #dp-faqs , #deleted-channel & #rp-faqs and use the pinned method for each message, like
> (Pin ^)
@Zefyro 
As you know I've done some of that, but I still need to do it for #other-faqs which sounds like a nightmare","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 08:49 AM","> Resource Pack Discord: http://discord.gg/8nb2fdF
@Mixtongent73 
Don't want to lol","",""
"551770187695652864","UgandanKnuckles#3891","22-Aug-20 08:49 AM","Wait i can message here, sheep fix?","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 08:49 AM","UGANDA HOW CAN YOU TYPE HERE","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 08:49 AM","found it","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 08:54 AM","> Typo (also who calls pins  thumbtacks?)
@MMK21Games 
Fixing it","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 08:55 AM","Oh that's not a typo I'm just used to saying `ctrl` as `cntrl` lol","","🤷 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 08:59 AM","> maybe do a poll on what staff roles should have of perms if ur not sure
@UgandanKnuckles 
> Already done?
@MMK21Games 
> oh :P
@UgandanKnuckles 
Yep, already done. Administrators are able to ""manage messages"" in ""More Info on DPs and RPs"" and also do stuff with roles","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 09:07 AM","> Use the unicode ™️ symbol instead of the ™️ emoji in #📋rules-verify (nitpick I know)
@MMK21Games 
I can't tell the differrence but ok","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 09:07 AM","**™️ \™️**","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 09:07 AM","™️ \™️","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 09:13 AM","> Ban @MMK21Games for using light theme,
@Zefyro 
Unfortunately not part of the rules, but they do get public shaming","","upvote (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 09:13 AM","> Oh no I forgot how bad Discord's light theme is
@MMK21Gamesbad","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 09:13 AM","> Discord seems to have converted the symbol into an emoji 🤔 might be a platform thing
Ye it does","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 09:15 AM","> I was using light theme for demonstration purposes smh
@MMK21Games 
Well you don't get the Light Theme User role, but you do get the Flash Bang role (You also forgot the flashbang warning)","","🆗 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 09:15 AM","> u are flash banged
yep","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","22-Aug-20 09:40 AM","> flash banged role should make it s you can’t send images
@epicgamer256705 
Big brain idea right there I might do that","","downvote (1),🥖 (1)"
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","23-Aug-20 06:44 AM","> Remove #🎀showcase🥓advertising 
> 
> It doesn't really do much, I don't really take notice of it it just clogs up the section a bit
@🌵BugFixer - MiniMinnow 
I guess I can host a vote on it or someth","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","23-Aug-20 11:18 AM","> i suggest removing #deleted-channel
@QmelZ the Void 
K, I'll call upon the voters once again","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","23-Aug-20 11:19 AM","> because it doesnt have plugins
@QmelZ the Void 
Someone told me it does have plugins, just barely any. Doesn't matter going to host a vote on removing it","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","23-Aug-20 11:19 AM","> warn people for flash banging people
@epicgamer256705 
Unfortunately not warnable","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","23-Aug-20 10:41 PM","> turn on carl's sticky roles thing if its not already on
@QmelZ the Void 
In my testing it hasn't worked, but remind me to try again tomorrow","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","24-Aug-20 11:20 AM","> delete the last message in #⭐rate-us , because its not true
@QmelZ the Void 
I forgot to delete it","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","24-Aug-20 12:12 PM","> more info on dps and rps is a bit misleading, more info or info would be better and shorter
@QmelZ the Void 
Tried that","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","25-Aug-20 08:49 AM","> No one can see the unverified channel's messages
@Pablo ooops","",""
"511656055974133780","🐑Sheep-kun; SheepCommander☭🎩#1511","25-Aug-20 09:16 AM","> replace carl he goes down a lot
@L. Lawliet 
With what?","",""
